,name,type,guests,cabins,crew,length,year,model,summer_low_season_price_per_day_$,summer_high_season_price_per_day_$,Summer Cruising Regions,Summer Hot Spots,winter_low_season_price_per_day_$,winter_high_season_price_per_day_$,Winter Cruising Regions,Winter Hot Spots,description
2997,SECRET LIFE,Classic Yachts,12.0,5.0,10.0,45.01,2023,Custom,16286,18714,"Mediterranean, Croatia, France, Greece, Italy, Malta, Monaco, Montenegro, Turkey","Amalfi Coast, Corsica, French Riviera, Ibiza, Mykonos, Sardinia, The Balearics",16286,18714,"Mediterranean, Croatia, France, Greece, Italy, Malta, Monaco, Montenegro, Turkey","Amalfi Coast, Corsica, French Riviera, Ibiza, Mykonos, Sardinia, The Balearics","The 45.02m/147'8"" classic yacht 'Secret Life' by the Dutch shipyard Feadship offers flexible accommodation for up to 12 guests in 5 cabins."
2998,SECUNDUS,Motor Yachts,8.0,4.0,3.0,24.64,2022,SL78,7500,8286,"Mediterranean, Croatia, Montenegro",,7500,7500,"Mediterranean, Croatia, Montenegro",,"The 24.59m/80'8"" 'Secundus' motor yacht built by the Italian shipyard Sanlorenzo is available for charter for up to 8 guests in 4 cabins. This  yacht  features interior styling by Italian designer Officina Italiana Design."
2999,SEDNA,Motor Yachts,8.0,4.0,3.0,23.11,2020,Custom,4786,5286,"Mediterranean, France, Italy, Monaco","Calvi, Corsica, French Riviera, Sardinia",4857,4857,"Mediterranean, Italy, Monaco","Calvi, Cannes, Corsica, French Riviera, Sardinia, St Tropez","The 23m/75'6"" motor yacht 'Sedna' by shipyard Jet Tern Marine offers flexible accommodation for up to 8 guests in 4 cabins."
3000,SEEK,Catamarans,9.0,4.0,3.0,19.51,2016,630 MY,5714,6500,,"Ibiza, The Balearics",5714,5714,,"Ibiza, The Balearics",The 19.5m/64' 'Seek' catamaran yacht built by the French shipyard Lagoon is available for charter for up to 9 guests in 4 cabins.
3001,SEGARA,Motor Yachts,8.0,4.0,3.0,27.0,2022,Custom,0,0,,,7143,7143,"South Pacific, Australia","Sydney, Whitsundays","The 26m/85'4"" 'Segara' motor yacht built by shipyard Custom is available for charter for up to 8 guests in 4 cabins."
3002,SEIYA,Catamarans,8.0,4.0,4.0,23.96,2020,80 Sunreef Power,10929,12571,"Mediterranean, France, Italy, Monaco","Calvi, Corsica, French Riviera, Sardinia",10929,12571,"Mediterranean, France, Italy, Monaco","Calvi, Corsica, French Riviera, Sardinia","The 24.4m/80'1"" catamaran yacht 'Seiya' by the Polish shipyard Sunreef Yachts offers flexible accommodation for up to 8 guests in 4 cabins and features interior styling by Polish designer Sunreef Yachts."
3003,SELENE,Catamarans,10.0,5.0,3.0,18.9,2018,Custom,3571,5000,"Mediterranean, Greece, Turkey",Mykonos,3429,3429,"Mediterranean, Greece, Turkey",Mykonos,The 18.9m/62' 'Selene' catamaran yacht built by the French shipyard Lagoon is available for charter for up to 10 guests in 5 cabins.
3004,SELENE,Sailing Yachts,6.0,3.0,3.0,24.42,2009,Swan 80,0,0,,,0,0,,,"The 24.42m/80'1"" 'Selene' sail yacht built by the Finnish shipyard Nautor Swan is available for charter for up to 6 guests in 3 cabins. This  yacht  features interior styling by Gary McBournie."
3005,SEMA TUANA,Gulet Yachts,12.0,6.0,6.0,32.0,2008,Custom,3143,5071,"Mediterranean, Turkey",,3143,5071,"Mediterranean, Turkey",,The 32m/105' gulet yacht 'Sema Tuana' by shipyard Custom offers flexible accommodation for up to 12 guests in 6 cabins.
3006,SEMAYA,Classic Yachts,11.0,5.0,4.0,31.0,2018,Custom,8000,8786,,"Ibiza, The Balearics",8000,8786,,"Ibiza, The Balearics","The 31m/101'8"" classic yacht 'Semaya' by shipyard Anastassiades & Tsortanides offers flexible accommodation for up to 11 guests in 5 cabins."
3007,SEMELA,Motor Yachts,8.0,4.0,3.0,22.82,2024,Navetta 75,8357,9143,"Mediterranean, France, Italy, Malta, Monaco","Amalfi Coast, Calvi, Cannes, Corsica, French Riviera, Ibiza, Ligurian Riviera, Mallorca, Portofino, Sardinia, St Tropez, The Balearics",8357,9143,"Mediterranean, France, Italy, Malta, Monaco","Amalfi Coast, Calvi, Cannes, Corsica, French Riviera, Ibiza, Ligurian Riviera, Mallorca, Portofino, Sardinia, St Tropez, The Balearics","The 22.82m/74'10"" motor yacht 'Semela' is an excellent new superyacht for the luxury charter market. Delivered by the Italian shipyard Absolute  and featuring interior styling by Italian designer Absolute she can comfortably accommodate up to 8 guests in 4 cabins."
3008,SEMPER FIDELIS,Catamarans,6.0,3.0,3.0,20.4,2022,Custom,0,0,Caribbean,,0,0,"Caribbean, Bahamas",,The 20.42m/67' catamaran yacht 'Semper Fidelis' by the French shipyard Fountaine Pajot offers flexible accommodation for up to 6 guests in 3 cabins.
3009,SENSA,Motor Yachts,9.0,4.0,5.0,34.16,2025,SX112,20929,22571,"Mediterranean, Monaco","Calvi, Cannes, Corsica, French Riviera, Sardinia, St Tropez",20929,22571,"Mediterranean, Monaco","Calvi, Corsica, Sardinia","The 34.16m/112'1"" motor yacht 'Sensa' offers the unmissable chance to charter a brand new superyacht, having only launched this year. Delivered by the Italian shipyard Sanlorenzo  and featuring interior styling by Italian designer Studio Lissoni she can comfortably accommodate up to 9 guests in 4 cabins."
3010,SENSATION,Motor Yachts,6.0,3.0,2.0,22.26,2023,Pershing 72,6714,8071,,"Ibiza, Mallorca, The Balearics",0,0,,,The 22.26m/73' motor yacht 'Sensation' by the Italian shipyard Pershing offers flexible accommodation for up to 6 guests in 3 cabins.
3011,SENSATION,Motor Yachts,8.0,4.0,4.0,34.1,2004,Westport 112,0,0,,Alaska,0,0,"Caribbean, Antigua, Bahamas, Cuba, Saint Martin, St Barts",Virgin Islands,"The 34.1m/111'11"" motor yacht 'Sensation' by the American shipyard Westport Yachts offers flexible accommodation for up to 8 guests in 4 cabins and features interior styling by Pacific Custom Interiors."
3012,SENSATION,Motor Yachts,10.0,5.0,9.0,49.0,2014,Custom,42357,42357,"Mediterranean, Greece, Turkey","Abu Dhabi, Dubai",42357,42357,"Mediterranean, Greece, Turkey","Abu Dhabi, Dubai","The 49.9m/163'9"" motor yacht 'Sensation' by shipyard Sensation Yachts offers flexible accommodation for up to 10 guests in 5 cabins and features interior styling by Gelko Kaniza."
3013,SENSEI,Motor Yachts,10.0,5.0,7.0,39.0,2025,Custom,15857,19143,"Mediterranean, France, Monaco","Corsica, French Riviera",15857,19143,"Mediterranean, France, Monaco",French Riviera,"The 39m/127'11"" 'Sensei' motor yacht built by the Japanese shipyard Mitsubishi Heavy Industries is available for charter for up to 10 guests in 5 cabins. This  yacht  features interior styling by American designer Jonathan Quinn Barnett."
3014,SENSES,Expedition Yachts,12.0,6.0,16.0,59.21,2024,Conversion,57000,61071,"Caribbean, Antigua, Bahamas, Cuba, Saint Martin, St Barts, Central America, Belize, Costa Rica, Mexico, Northern Europe, Norway",Virgin Islands,0,0,"Caribbean, Antigua, Bahamas, Cuba, Saint Martin, St Barts, South America",Virgin Islands,"The 59.22m/194'3"" 'Senses' expedition yacht built by the German Fr. Schweers Shipyard is available for charter for up to 12 guests in 6 cabins. This  yacht  features interior styling by Philippe Starck."
3015,SEQUOIA,Gulet Yachts,8.0,3.0,12.0,30.51,2025,Custom,0,0,"South East Asia, Philippines",Komodo,0,0,"South East Asia, Philippines",Raja Ampat,"The 26.3m/86'3"" gulet yacht 'Sequoia' by shipyard Bugis offers flexible accommodation for up to 8 guests in 3 cabins."
3016,SERALIN,Motor Yachts,9.0,4.0,3.0,26.0,2004,Leopard 26,4857,4857,,"Corsica, Ligurian Riviera, Sardinia",4857,4857,,"Corsica, Ligurian Riviera, Sardinia","The 26.1m/85'8"" 'Seralin' motor yacht built by shipyard Leopard is available for charter for up to 9 guests in 4 cabins."
3017,SERAPH PRIMERO,Motor Yachts,8.0,4.0,4.0,27.0,2017,Custom,5357,6214,,"Ibiza, The Balearics",4857,5714,,,"The 26m/85'4"" motor yacht 'Seraph Primero' by the Italian shipyard Mochi Craft offers flexible accommodation for up to 8 guests in 4 cabins."
3018,SERDAL,Motor Yachts,8.0,4.0,4.0,26.01,2013,85 RPH,0,0,,,0,0,,"Abu Dhabi, Dubai",The 25.9m/85' 'Serdal' motor yacht built by shipyard De Birs Yachts is available for charter for up to 8 guests in 4 cabins. This  yacht  features interior styling by English designer H2 Yacht Design.
3019,SERENDIPITY,Expedition Yachts,6.0,3.0,4.0,26.4,2012,Custom,0,0,"Central America, Mexico",,0,0,"Central America, Mexico",,"The 26.4m/86'7"" 'Serendipity' expedition yacht built by the American shipyard Nordhavn is available for charter for up to 6 guests in 3 cabins."
3020,SERENDIPITY I,Sailing Yachts,8.0,4.0,6.0,45.01,2022,Custom,19929,23286,"Mediterranean, France, Greece, Italy, Monaco, Montenegro","Amalfi Coast, Corsica, French Riviera, Mykonos, Sardinia",19929,23286,"Caribbean, Antigua, Saint Martin, St Barts",,"The 45m/147'8"" sail yacht 'Serendipity I' by the Italian shipyard Perini Navi offers flexible accommodation for up to 8 guests in 4 cabins and features interior styling by Italian designer Perini Navi."
3021,SERENGETI,Motor Yachts,12.0,5.0,7.0,39.62,2014,Westport 130,0,0,,Alaska,0,0,"Central America, Costa Rica, Mexico",,The 39.62m/130' motor yacht 'Serengeti' (ex. Mary Alice II) by the American shipyard Westport Yachts offers flexible accommodation for up to 12 guests in 5 cabins and features interior styling by Pacific Custom Interiors.
3022,SERENISSIMA I,Motor Yachts,10.0,5.0,9.0,47.5,2024,S1,54000,54000,"Mediterranean, France, Italy, Monaco","Amalfi Coast, Calvi, Corsica, French Riviera, Sardinia",54000,54000,"Mediterranean, France, Italy, Monaco","Amalfi Coast, Calvi, Corsica, French Riviera, Sardinia","The 47m/154'2"" motor yacht 'Serenissima I' is an excellent new superyacht for the luxury charter market. Delivered by the Turkish shipyard Mengi Yay  and featuring interior styling by Italian designer Nuvolari Lenard she can comfortably accommodate up to 10 guests in 5 cabins."
3023,SERENISSIMA II,Motor Yachts,10.0,5.0,9.0,47.5,2025,S1,52143,52143,"Mediterranean, Croatia, Greece, Montenegro, Turkey","Mykonos, Santorini",0,0,,,"The 47.3m/155'2"" motor yacht 'Serenissima II' offers the unmissable chance to charter a brand new superyacht, having only launched this year. Delivered by the Turkish shipyard Mengi Yay  and featuring interior styling by Italian designer Nuvolari Lenard she can comfortably accommodate up to 10 guests in 5 cabins."
3024,SERENISSIMA III,Catamarans,10.0,5.0,5.0,23.99,2024,Thira 80,11429,14643,"Mediterranean, Greece",Mykonos,0,0,,,The 24.38m/80' catamaran yacht 'Serenissima III' is an excellent new superyacht for the luxury charter market. Delivered by the French shipyard Fountaine Pajot  she can comfortably accommodate up to 10 guests in 5 cabins.
3025,SERENITY,Motor Yachts,8.0,4.0,3.0,25.15,2004,82 Yacht,5357,6357,,,5357,6357,,,"The 25.15m/82'6"" 'Serenity' motor yacht built by the British shipyard Sunseeker is available for charter for up to 8 guests in 4 cabins. This  yacht  features interior styling by British designer Ken Freivokh."
3026,SERENITY,Motor Yachts,8.0,4.0,4.0,28.96,2022,Christensen 95,0,0,"Caribbean, Bahamas",,0,0,"Caribbean, Bahamas",,The 28.96m/95' motor yacht 'Serenity' by shipyard Christensen offers flexible accommodation for up to 8 guests in 4 cabins.
3027,SERENITY,Motor Yachts,8.0,4.0,6.0,37.19,2017,Custom,0,0,"Caribbean, Bahamas","Florida, New England",0,0,"Caribbean, Bahamas",Florida,"The 37.3m/122'5"" motor yacht 'Serenity' (ex. Talos) by shipyard Flagship offers flexible accommodation for up to 8 guests in 4 cabins and features interior styling by Robin Rose & Associates."
3028,SERENITY,Motor Yachts,12.0,6.0,7.0,40.54,2023,Custom,0,0,,New England,0,0,"Caribbean, Antigua, Bahamas, Saint Martin, St Barts","Florida, Virgin Islands","The 40.4m/132'7"" 'Serenity' motor yacht built by shipyard IAG Yachts is available for charter for up to 12 guests in 6 cabins. This  yacht  features interior styling by British designer Evan K Marshall."
3029,SERENITY,Motor Yachts,10.0,5.0,8.0,41.78,2019,Custom,21500,24857,"Mediterranean, Greece",Mykonos,21500,24857,"Mediterranean, Greece",Mykonos,The 41.76m/137' motor yacht 'Serenity' by the Dutch shipyard Moonen offers flexible accommodation for up to 10 guests in 5 cabins and features interior styling by Art Line.
3030,SERENITY 86,Gulet Yachts,8.0,4.0,4.0,26.21,2007,Custom,3929,4643,"Mediterranean, Greece","Mykonos, Santorini",3214,3929,"Mediterranean, Greece","Mykonos, Santorini","The 26.2m/85'11"" gulet yacht 'Serenity 86' by shipyard Mural Yachts offers flexible accommodation for up to 8 guests in 4 cabins and features interior styling by Mural Yachts."
3031,SERENITY II,Motor Yachts,12.0,6.0,9.0,40.06,2024,Custom,20000,20000,"Mediterranean, Croatia, France, Italy, Malta, Monaco, Montenegro","Amalfi Coast, Corsica, French Riviera, Sardinia",0,0,,,"The 40.04m/131'4"" motor yacht 'Serenity II' by the Turkish shipyard Mengi Yay offers flexible accommodation for up to 12 guests in 6 cabins and features interior styling by English designer H2 Yacht Design."
3032,SERENO,Motor Yachts,11.0,5.0,7.0,35.0,2024,Classic 115',17929,21143,"Mediterranean, France, Italy, Malta, Monaco","Amalfi Coast, Calvi, Cannes, Corsica, French Riviera, Ibiza, Ligurian Riviera, Mallorca, Portofino, Sardinia, St Tropez, The Balearics",0,0,,,"The 34.95m/114'8"" motor yacht 'Sereno' by the Italian shipyard Benetti offers flexible accommodation for up to 11 guests in 5 cabins and features interior styling by French designer Zuretti."
3033,SETTE,Motor Yachts,8.0,4.0,4.0,30.0,2022,Azimut 103S,0,0,"Caribbean, Bahamas","Florida, Miami",0,0,,,"The 30.91m/101'5"" 'Sette' motor yacht built by the Italian shipyard Azimut is available for charter for up to 8 guests in 4 cabins. This  yacht  features interior styling by Italian designer Carlo Galeazzi."
3034,SEVEN,Motor Yachts,8.0,4.0,4.0,27.6,2022,SL90 Asymmetric,13357,14143,,"Ibiza, The Balearics",13357,14143,,"Ibiza, The Balearics",The 27.74m/91' 'Seven' motor yacht built by the Italian shipyard Sanlorenzo is available for charter for up to 8 guests in 4 cabins. This  yacht  features interior styling by Italian designer Zuccon.
3035,SEVEN,Motor Yachts,8.0,4.0,4.0,34.0,2021,Custom,11429,12000,"Mediterranean, Greece, Turkey","Mykonos, Santorini",9714,9714,"Mediterranean, Greece, Turkey","Mykonos, Santorini","The 34m/111'7"" motor yacht 'Seven' by shipyard Custom offers flexible accommodation for up to 8 guests in 4 cabins and features interior styling by Special Design."
3036,SEVEN S,Motor Yachts,12.0,5.0,5.0,29.69,2021,Custom Line 97',9429,11071,"Mediterranean, Greece",Mykonos,9429,9429,"Mediterranean, Greece",Mykonos,"The 29.7m/97'5"" motor yacht 'Seven S' (ex. Perpetual) by the Italian shipyard Custom Line offers flexible accommodation for up to 12 guests in 5 cabins and features interior styling by Italian designer Zuccon."
3037,SEVEN S,Motor Yachts,10.0,5.0,8.0,40.5,2014,Custom,21143,24429,"Mediterranean, France, Italy, Monaco","Amalfi Coast, Calvi, Cannes, Corsica, French Riviera, Ibiza, Ligurian Riviera, Portofino, Sardinia, St Tropez, The Balearics",21143,24429,,,"The 40.5m/132'10"" 'Seven S' motor yacht built by the Italian shipyard Mondo Marine is available for charter for up to 10 guests in 5 cabins. This  yacht  features interior styling by Italian designer LUCA DINI Design & Architecture."
3038,SEVEN SEAS,Sailing Yachts,16.0,8.0,14.0,40.0,2006,Custom,0,0,"South East Asia, Indonesia","Komodo, Raja Ampat",0,0,"South East Asia, Indonesia","Komodo, Raja Ampat","The 40m/131'3"" sail yacht 'Seven Seas' by shipyard Custom offers flexible accommodation for up to 16 guests in 8 cabins."
3039,SEVEN SINS,Motor Yachts,10.0,5.0,12.0,52.0,2024,52Steel,49786,52286,"Mediterranean, Croatia, France, Greece, Italy, Malta, Monaco, Montenegro, Turkey","Amalfi Coast, Corsica, French Riviera, Ibiza, Mykonos, Sardinia, The Balearics",0,0,"Bermuda, Caribbean, Antigua, Bahamas, Cuba, Saint Martin, St Barts",Virgin Islands,"The 52m/170'7"" 'Seven Sins' motor yacht built by the Italian shipyard Sanlorenzo is available for charter for up to 10 guests in 5 cabins. This multi-award winning  yacht  features interior styling by Italian designer Officina Italiana Design."
3040,SEVEN STAR,Motor Yachts,8.0,4.0,4.0,29.9,2005,Azimut 98 Leonardo,0,0,,,0,0,,,"The 29.9m/98'1"" 'Seven Star' motor yacht built by the Italian shipyard Azimut is available for charter for up to 8 guests in 4 cabins. This  yacht  features interior styling by Italian designer Galeazzi Design."
3041,SEVENTH SENSE,Motor Yachts,12.0,5.0,6.0,32.61,2016,Navetta 33,14857,16571,"Mediterranean, Croatia, Montenegro",,14857,14857,"Mediterranean, Croatia, Montenegro",,The 32.62m/107' 'Seventh Sense' motor yacht built by the Italian shipyard Custom Line is available for charter for up to 12 guests in 5 cabins. This  yacht  features interior styling by Italian designer Zuccon.
3042,SEVERINS,Motor Yachts,12.0,6.0,13.0,55.0,2020,Custom,52143,58643,"Mediterranean, Croatia, France, Greece, Italy, Monaco, Montenegro","Amalfi Coast, Corsica, French Riviera, Ibiza, Mykonos, Sardinia, The Balearics",0,0,,,"The award winning 55m/180'5"" motor yacht 'Severin's' by the Italian shipyard Baglietto offers flexible accommodation for up to 12 guests in 6 cabins and features interior styling by Italian designer Francesco Paszkowski Design."
3043,SEXY,Motor Yachts,8.0,4.0,2.0,23.7,2010,Lazarra LSX 78,0,0,,,0,0,"Caribbean, Bahamas",Florida,"The 23.8m/78'1"" motor yacht 'Sexy' by shipyard Lazzara Yachts offers flexible accommodation for up to 8 guests in 4 cabins and features interior styling by Lazzara Yachts."
3044,SHADES OF GREY,Catamarans,9.0,4.0,4.0,23.98,2024,Sunreef 80 Sailing,11786,13500,"Mediterranean, France, Italy, Monaco","Amalfi Coast, Calvi, Corsica, French Riviera, Ibiza, Sardinia, The Balearics",0,0,,,"The 24.4m/80'1"" catamaran yacht 'Shades of Grey' is an excellent new superyacht for the luxury charter market. Delivered by the Polish shipyard Sunreef Yachts  and featuring interior styling by Polish designer Sunreef Yachts she can comfortably accommodate up to 9 guests in 4 cabins."
3045,SHADOW,Motor Yachts,8.0,4.0,4.0,30.0,2013,Nadara 30,9286,9286,,,9286,9286,,,"The 30m/98'5"" motor yacht 'Shadow' by the Italian shipyard Tecnomar offers flexible accommodation for up to 8 guests in 4 cabins."
3046,SHADOWL,Motor Yachts,10.0,5.0,9.0,43.59,2010,Custom,0,0,,New England,0,0,"Caribbean, Antigua, Bahamas, Saint Martin, St Barts",Virgin Islands,The 42.67m/140' motor yacht 'Shadowl' by the American shipyard Burger Boat offers flexible accommodation for up to 10 guests in 5 cabins and features interior styling by British designer Winch Design.
